id,data,consumo,potencia,tempo_ligado
3,2023-10-19,7.48,2140.66,4 horas 38 minutos
3,2023-10-20,6.94,2452.47,4 horas 50 minutos
3,2023-10-21,9.85,3405.62,4 horas 59 minutos
3,2023-10-22,9.05,2997.27,4 horas 14 minutos
3,2023-10-23,9.52,3068.98,3 horas 26 minutos
3,2023-10-24,8.86,3336.16,3 horas 2 minutos
3,2023-10-25,14.64,2604.38,2 horas 33 minutos
3,2023-10-26,10.69,2081.4,4 horas 37 minutos
3,2023-10-27,12.1,2206.15,3 horas 32 minutos
3,2023-10-28,13.12,2783.9,3 horas 29 minutos
3,2023-10-29,6.75,3685.94,4 horas 32 minutos
3,2023-10-30,14.2,2716.55,3 horas 11 minutos
3,2023-10-31,8.12,3450.86,3 horas 5 minutos
3,2023-11-01,12.15,2064.7,3 horas 33 minutos
3,2023-11-02,14.45,3024.0,4 horas 43 minutos
3,2023-11-03,11.95,2602.08,1 horas 50 minutos
3,2023-11-04,10.33,3627.67,1 horas 22 minutos
3,2023-11-05,12.09,2369.11,1 horas 4 minutos
3,2023-11-06,10.74,2828.06,4 horas 19 minutos
3,2023-11-07,12.33,3738.67,2 horas 35 minutos
3,2023-11-08,6.05,2875.76,2 horas 19 minutos
3,2023-11-09,13.14,2101.72,1 horas 16 minutos
3,2023-11-10,11.47,3602.93,2 horas 5 minutos
3,2023-11-11,12.49,2951.65,4 horas 49 minutos
3,2023-11-12,14.69,2681.55,1 horas 9 minutos
3,2023-11-13,12.63,3494.98,4 horas 37 minutos
3,2023-11-14,13.43,3387.43,4 horas 35 minutos
3,2023-11-15,6.2,2866.23,4 horas 16 minutos
3,2023-11-16,8.81,2762.98,4 horas 7 minutos
3,2023-11-17,9.67,3868.16,1 horas 56 minutos
3,2023-11-18,6.06,3010.01,1 horas 38 minutos
3,2023-11-19,11.57,2833.48,2 horas 13 minutos
3,2023-11-20,6.08,3498.33,1 horas 10 minutos
3,2023-11-21,11.19,2634.16,4 horas 14 minutos
3,2023-11-22,14.84,2084.73,4 horas 46 minutos
3,2023-11-23,14.23,2494.44,1 horas 22 minutos
3,2023-11-24,13.13,3795.68,4 horas 49 minutos
3,2023-11-25,6.01,2073.86,2 horas 25 minutos
3,2023-11-26,10.24,2833.11,4 horas 23 minutos
3,2023-11-27,5.86,3528.59,1 horas 1 minutos
3,2023-11-28,6.97,3174.07,2 horas 49 minutos
3,2023-11-29,6.15,2122.85,3 horas 41 minutos
3,2023-11-30,7.45,2442.26,4 horas 15 minutos
3,2023-12-01,10.81,3853.44,2 horas 10 minutos
3,2023-12-02,12.16,3778.12,4 horas 0 minutos
3,2023-12-03,8.7,2222.59,1 horas 12 minutos
3,2023-12-04,12.5,2458.02,3 horas 8 minutos
3,2023-12-05,5.53,2466.53,3 horas 16 minutos
3,2023-12-06,10.97,3390.58,3 horas 53 minutos
3,2023-12-07,5.63,2458.83,1 horas 46 minutos
3,2023-12-08,13.62,2456.71,4 horas 29 minutos
3,2023-12-09,8.13,2558.84,2 horas 40 minutos
3,2023-12-10,11.58,3030.9,1 horas 17 minutos
3,2023-12-11,13.67,3560.47,1 horas 24 minutos
3,2023-12-12,14.61,2181.74,3 horas 14 minutos
3,2023-12-13,12.33,3617.94,3 horas 30 minutos
3,2023-12-14,9.27,3712.04,3 horas 9 minutos
3,2023-12-15,6.09,2542.7,2 horas 37 minutos
3,2023-12-16,12.85,3623.66,1 horas 32 minutos
3,2023-12-17,5.81,2852.37,2 horas 58 minutos
3,2023-12-18,13.82,2452.75,3 horas 49 minutos
3,2023-12-19,6.43,2749.21,1 horas 16 minutos
3,2023-12-20,14.02,3907.38,1 horas 23 minutos
3,2023-12-21,5.41,2867.31,1 horas 20 minutos
3,2023-12-22,11.64,3038.46,1 horas 57 minutos
3,2023-12-23,9.12,3659.52,1 horas 49 minutos
3,2023-12-24,8.73,3557.74,3 horas 24 minutos
3,2023-12-25,14.57,2719.33,2 horas 55 minutos
3,2023-12-26,11.68,3414.75,1 horas 16 minutos
3,2023-12-27,11.4,3841.98,2 horas 5 minutos
3,2023-12-28,14.54,2787.19,1 horas 4 minutos
3,2023-12-29,5.77,2748.39,1 horas 5 minutos
3,2023-12-30,10.81,3533.94,2 horas 2 minutos
3,2023-12-31,14.44,3212.93,2 horas 4 minutos
4,2023-01-01,13.97,2587.63,2 horas 48 minutos
4,2023-01-02,9.65,2244.04,3 horas 9 minutos
4,2023-01-03,11.43,2359.07,4 horas 33 minutos
4,2023-01-04,8.15,2584.95,4 horas 33 minutos
4,2023-01-05,13.24,3128.77,3 horas 54 minutos
4,2023-01-06,9.15,2285.41,3 horas 29 minutos
4,2023-01-07,12.22,3205.71,1 horas 35 minutos
4,2023-01-08,7.79,3863.85,2 horas 10 minutos
4,2023-01-09,6.6,2086.22,1 horas 4 minutos
4,2023-01-10,14.83,3979.1,4 horas 14 minutos
4,2023-01-11,6.78,3395.2,3 horas 46 minutos
4,2023-01-12,9.82,3342.61,4 horas 22 minutos
4,2023-01-13,7.92,3122.6,4 horas 57 minutos
4,2023-01-14,8.81,3071.4,4 horas 17 minutos
4,2023-01-15,14.42,3854.53,2 horas 53 minutos
4,2023-01-16,13.84,3468.13,1 horas 55 minutos
4,2023-01-17,11.51,2610.09,1 horas 17 minutos
4,2023-01-18,7.9,2126.7,3 horas 20 minutos
4,2023-01-19,7.71,2122.92,2 horas 24 minutos
4,2023-01-20,7.38,2611.47,4 horas 22 minutos
4,2023-01-21,10.41,3084.16,1 horas 13 minutos
4,2023-01-22,13.79,2381.08,4 horas 55 minutos
4,2023-01-23,14.37,3266.06,2 horas 25 minutos
4,2023-01-24,9.19,2596.65,1 horas 25 minutos
4,2023-01-25,10.0,2773.16,3 horas 49 minutos
4,2023-01-26,12.66,2706.77,3 horas 32 minutos
4,2023-01-27,9.15,3468.82,2 horas 33 minutos
4,2023-01-28,6.02,3214.86,4 horas 13 minutos
4,2023-01-29,5.27,3757.93,2 horas 0 minutos
4,2023-01-30,8.28,3203.14,3 horas 26 minutos
4,2023-01-31,9.15,2618.68,2 horas 55 minutos
4,2023-02-01,14.06,3208.83,3 horas 24 minutos
4,2023-02-02,7.82,2614.4,3 horas 30 minutos
4,2023-02-03,8.96,2634.06,1 horas 48 minutos
4,2023-02-04,12.17,3518.16,2 horas 54 minutos
4,2023-02-05,7.96,3188.61,2 horas 55 minutos
4,2023-02-06,5.36,3186.07,1 horas 30 minutos
4,2023-02-07,11.8,2922.14,2 horas 27 minutos
4,2023-02-08,5.89,2210.88,3 horas 56 minutos
4,2023-02-09,11.46,2649.53,2 horas 16 minutos
4,2023-02-10,8.01,2915.61,2 horas 49 minutos
4,2023-02-11,9.91,2894.71,1 horas 42 minutos
4,2023-02-12,11.49,2748.93,1 horas 3 minutos
4,2023-02-13,13.91,2813.98,2 horas 17 minutos
4,2023-02-14,9.08,2360.45,2 horas 44 minutos
4,2023-02-15,7.06,2767.55,4 horas 37 minutos
4,2023-02-16,6.74,2056.98,1 horas 28 minutos
4,2023-02-17,6.77,3359.29,1 horas 50 minutos
4,2023-02-18,12.67,3795.63,4 horas 47 minutos
4,2023-02-19,5.97,2888.77,3 horas 45 minutos
4,2023-02-20,6.04,3498.78,3 horas 4 minutos
4,2023-02-21,7.16,3429.31,4 horas 26 minutos
4,2023-02-22,7.11,3557.95,2 horas 43 minutos
4,2023-02-23,6.86,3186.77,2 horas 40 minutos
4,2023-02-24,13.88,2735.31,4 horas 25 minutos
4,2023-02-25,10.91,2592.53,1 horas 59 minutos
4,2023-02-26,6.09,3647.7,1 horas 0 minutos
4,2023-02-27,11.41,3231.9,3 horas 32 minutos
4,2023-02-28,12.51,2323.46,4 horas 53 minutos
4,2023-03-01,9.14,2345.94,4 horas 17 minutos
4,2023-03-02,11.74,3657.81,3 horas 36 minutos
4,2023-03-03,6.45,2908.45,1 horas 24 minutos
4,2023-03-04,10.54,3060.43,1 horas 21 minutos
4,2023-03-05,10.96,2576.76,4 horas 44 minutos
4,2023-03-06,13.49,3304.25,3 horas 12 minutos
4,2023-03-07,5.8,2559.03,1 horas 35 minutos
4,2023-03-08,14.8,2944.66,4 horas 31 minutos
4,2023-03-09,12.03,2563.44,4 horas 38 minutos
4,2023-03-10,9.99,3348.79,3 horas 3 minutos
4,2023-03-11,8.68,2933.99,4 horas 55 minutos
4,2023-03-12,11.78,3094.68,2 horas 50 minutos
4,2023-03-13,13.88,2173.13,2 horas 45 minutos
4,2023-03-14,12.35,3726.42,1 horas 31 minutos
4,2023-03-15,11.19,2744.92,4 horas 29 minutos
4,2023-03-16,13.88,3423.84,1 horas 12 minutos
4,2023-03-17,12.38,3135.97,1 horas 15 minutos
4,2023-03-18,11.67,2015.88,1 horas 19 minutos
4,2023-03-19,7.75,3021.58,3 horas 21 minutos
4,2023-03-20,5.11,3864.27,1 horas 37 minutos
4,2023-03-21,8.24,3149.77,3 horas 11 minutos
4,2023-03-22,14.32,2795.42,2 horas 46 minutos
4,2023-03-23,8.58,3926.55,3 horas 12 minutos
4,2023-03-24,6.31,3058.0,3 horas 55 minutos
4,2023-03-25,5.81,3162.67,3 horas 52 minutos
4,2023-03-26,11.66,3485.48,4 horas 12 minutos
4,2023-03-27,13.95,3402.46,1 horas 50 minutos
4,2023-03-28,11.99,2973.92,3 horas 43 minutos
4,2023-03-29,14.63,3721.78,3 horas 7 minutos
4,2023-03-30,8.14,3123.25,4 horas 40 minutos
4,2023-03-31,9.24,2329.3,3 horas 37 minutos
4,2023-04-01,9.79,2850.46,2 horas 20 minutos
4,2023-04-02,9.91,2428.38,3 horas 38 minutos
4,2023-04-03,8.98,2940.81,3 horas 26 minutos
4,2023-04-04,8.74,2435.31,2 horas 54 minutos
4,2023-04-05,11.56,3358.01,3 horas 17 minutos
4,2023-04-06,8.54,3475.77,2 horas 59 minutos
4,2023-04-07,10.25,3718.03,2 horas 9 minutos
4,2023-04-08,5.02,2206.39,1 horas 59 minutos
4,2023-04-09,7.4,2778.1,4 horas 53 minutos
4,2023-04-10,7.13,2091.87,2 horas 21 minutos
4,2023-04-11,5.58,3002.48,1 horas 12 minutos
4,2023-04-12,10.06,3103.98,2 horas 40 minutos
4,2023-04-13,6.64,2554.38,1 horas 3 minutos
4,2023-04-14,13.2,3877.1,1 horas 11 minutos
4,2023-04-15,14.87,3335.96,2 horas 30 minutos
4,2023-04-16,8.09,2476.35,4 horas 9 minutos
4,2023-04-17,10.25,2884.35,1 horas 46 minutos
4,2023-04-18,11.73,2156.44,2 horas 36 minutos
4,2023-04-19,9.92,2488.75,1 horas 48 minutos
4,2023-04-20,12.83,2524.78,3 horas 58 minutos
4,2023-04-21,7.56,2602.1,2 horas 30 minutos
4,2023-04-22,12.71,2683.94,3 horas 35 minutos
4,2023-04-23,13.21,2322.22,2 horas 15 minutos
4,2023-04-24,9.05,2084.06,3 horas 53 minutos
4,2023-04-25,6.92,3309.08,1 horas 43 minutos
4,2023-04-26,10.94,2495.49,3 horas 39 minutos
4,2023-04-27,9.82,2966.89,3 horas 41 minutos
4,2023-04-28,13.16,3531.01,2 horas 30 minutos
4,2023-04-29,6.84,2852.39,4 horas 44 minutos
4,2023-04-30,6.01,2133.37,2 horas 46 minutos
4,2023-05-01,12.38,3977.47,2 horas 31 minutos
4,2023-05-02,7.3,2241.64,2 horas 14 minutos
4,2023-05-03,13.11,2690.36,3 horas 16 minutos
4,2023-05-04,13.32,2199.35,4 horas 54 minutos
4,2023-05-05,9.89,2853.53,4 horas 54 minutos
4,2023-05-06,7.37,2363.34,3 horas 37 minutos
4,2023-05-07,11.03,3256.63,4 horas 32 minutos
4,2023-05-08,7.01,3187.03,1 horas 0 minutos
4,2023-05-09,14.46,3542.72,2 horas 21 minutos
4,2023-05-10,5.91,2503.53,3 horas 37 minutos
4,2023-05-11,7.63,3392.43,3 horas 35 minutos
4,2023-05-12,10.07,2120.37,1 horas 23 minutos
4,2023-05-13,5.59,2201.82,4 horas 21 minutos
4,2023-05-14,13.29,2228.73,1 horas 18 minutos
4,2023-05-15,9.18,3339.01,1 horas 0 minutos
4,2023-05-16,9.88,3008.59,1 horas 49 minutos
4,2023-05-17,8.34,2420.13,2 horas 16 minutos
4,2023-05-18,13.76,3340.52,2 horas 48 minutos
4,2023-05-19,9.7,3457.35,3 horas 57 minutos
4,2023-05-20,6.65,3459.23,3 horas 38 minutos
4,2023-05-21,9.88,3727.6,3 horas 26 minutos
4,2023-05-22,11.96,2144.41,1 horas 15 minutos
4,2023-05-23,14.33,3017.03,3 horas 45 minutos
4,2023-05-24,5.99,3278.48,4 horas 16 minutos
4,2023-05-25,13.81,2289.66,1 horas 43 minutos
4,2023-05-26,6.77,2422.08,3 horas 12 minutos
4,2023-05-27,10.72,3815.94,1 horas 46 minutos
4,2023-05-28,13.73,2080.74,2 horas 45 minutos
4,2023-05-29,14.7,3911.87,3 horas 51 minutos
4,2023-05-30,14.29,2505.25,4 horas 13 minutos
4,2023-05-31,14.75,3996.41,3 horas 59 minutos
4,2023-06-01,13.91,2585.14,2 horas 42 minutos
4,2023-06-02,10.32,2583.75,4 horas 48 minutos
4,2023-06-03,12.09,3415.01,3 horas 16 minutos
4,2023-06-04,13.46,2915.49,2 horas 26 minutos
4,2023-06-05,14.48,3512.39,4 horas 22 minutos
4,2023-06-06,12.28,3330.91,4 horas 46 minutos
4,2023-06-07,14.5,2137.31,2 horas 42 minutos
4,2023-06-08,11.72,2056.86,3 horas 40 minutos
4,2023-06-09,13.67,3765.59,3 horas 50 minutos
4,2023-06-10,5.27,3722.54,1 horas 45 minutos
4,2023-06-11,5.79,2136.16,3 horas 15 minutos
4,2023-06-12,7.7,2252.43,1 horas 40 minutos
4,2023-06-13,14.24,2866.85,2 horas 45 minutos
4,2023-06-14,6.3,2035.47,3 horas 25 minutos
4,2023-06-15,11.86,2711.52,2 horas 48 minutos
4,2023-06-16,13.3,2333.46,1 horas 15 minutos
4,2023-06-17,9.87,3290.88,3 horas 54 minutos
4,2023-06-18,11.56,2768.58,1 horas 29 minutos
4,2023-06-19,11.98,3355.16,4 horas 8 minutos
4,2023-06-20,11.88,2050.86,4 horas 57 minutos
4,2023-06-21,14.99,2254.62,2 horas 39 minutos
4,2023-06-22,9.61,2320.17,1 horas 28 minutos
4,2023-06-23,10.52,3931.76,1 horas 48 minutos
4,2023-06-24,11.02,2582.93,4 horas 16 minutos
4,2023-06-25,6.85,3799.07,1 horas 1 minutos
4,2023-06-26,9.77,2872.13,4 horas 17 minutos
4,2023-06-27,8.65,2764.42,4 horas 40 minutos
4,2023-06-28,14.58,2111.14,3 horas 59 minutos
4,2023-06-29,14.77,2006.03,4 horas 41 minutos
4,2023-06-30,7.28,3942.05,2 horas 0 minutos
4,2023-07-01,8.06,2535.27,4 horas 17 minutos
4,2023-07-02,9.06,2549.51,2 horas 29 minutos
4,2023-07-03,5.76,3315.76,1 horas 7 minutos
4,2023-07-04,11.95,3596.52,4 horas 29 minutos
4,2023-07-05,8.46,3540.21,4 horas 32 minutos
4,2023-07-06,14.23,3846.65,3 horas 41 minutos
4,2023-07-07,11.76,3272.94,4 horas 47 minutos
4,2023-07-08,10.23,3099.57,4 horas 30 minutos
4,2023-07-09,5.38,2605.02,4 horas 59 minutos
4,2023-07-10,5.57,3835.98,1 horas 5 minutos
4,2023-07-11,8.02,2986.25,4 horas 11 minutos
4,2023-07-12,11.73,3406.17,3 horas 42 minutos
4,2023-07-13,10.04,2400.21,3 horas 55 minutos
4,2023-07-14,9.2,2665.23,2 horas 42 minutos
4,2023-07-15,10.33,2504.5,2 horas 4 minutos
4,2023-07-16,8.34,3211.33,2 horas 11 minutos
4,2023-07-17,7.93,2361.74,3 horas 1 minutos
4,2023-07-18,12.5,2740.07,3 horas 42 minutos
4,2023-07-19,9.79,3220.93,3 horas 58 minutos
4,2023-07-20,7.86,2014.76,3 horas 12 minutos
4,2023-07-21,12.48,2556.87,3 horas 51 minutos
4,2023-07-22,12.41,3084.42,3 horas 27 minutos
4,2023-07-23,11.74,3400.43,1 horas 4 minutos
4,2023-07-24,9.18,2337.51,1 horas 4 minutos
4,2023-07-25,5.79,2726.04,2 horas 44 minutos
4,2023-07-26,6.67,3585.65,3 horas 37 minutos
4,2023-07-27,10.88,3604.55,1 horas 4 minutos
4,2023-07-28,7.84,3730.59,4 horas 42 minutos
4,2023-07-29,5.73,3953.48,3 horas 33 minutos
4,2023-07-30,6.98,2989.03,3 horas 9 minutos
4,2023-07-31,11.7,2642.64,4 horas 0 minutos
4,2023-08-01,13.85,3022.13,4 horas 10 minutos
4,2023-08-02,13.29,2089.05,4 horas 49 minutos
4,2023-08-03,5.36,3672.5,3 horas 30 minutos
4,2023-08-04,7.68,3355.26,3 horas 14 minutos
4,2023-08-05,10.94,3416.45,2 horas 27 minutos
4,2023-08-06,6.94,2123.58,1 horas 59 minutos
4,2023-08-07,9.6,3451.28,2 horas 39 minutos
4,2023-08-08,12.49,3375.27,2 horas 33 minutos
4,2023-08-09,14.11,3802.24,2 horas 39 minutos
4,2023-08-10,7.6,2537.49,4 horas 13 minutos
4,2023-08-11,8.14,3464.18,3 horas 40 minutos
4,2023-08-12,13.2,3287.66,2 horas 44 minutos
4,2023-08-13,5.68,3452.6,2 horas 37 minutos
4,2023-08-14,9.98,3604.99,1 horas 43 minutos
4,2023-08-15,14.09,3799.71,1 horas 38 minutos
4,2023-08-16,5.83,3613.81,3 horas 53 minutos
4,2023-08-17,6.32,2092.73,1 horas 32 minutos
4,2023-08-18,13.41,3625.77,3 horas 49 minutos
4,2023-08-19,8.25,2698.59,4 horas 7 minutos
4,2023-08-20,13.03,3700.89,3 horas 58 minutos
4,2023-08-21,7.9,3529.97,3 horas 59 minutos
4,2023-08-22,11.81,3058.44,4 horas 27 minutos
4,2023-08-23,10.14,3660.64,1 horas 59 minutos
4,2023-08-24,10.98,2891.56,1 horas 47 minutos
4,2023-08-25,11.21,3047.84,3 horas 57 minutos
4,2023-08-26,13.37,2575.9,2 horas 25 minutos
4,2023-08-27,14.87,2543.87,4 horas 3 minutos
4,2023-08-28,8.27,2532.94,3 horas 22 minutos
4,2023-08-29,12.63,2057.39,3 horas 45 minutos
4,2023-08-30,8.42,2849.7,1 horas 35 minutos
4,2023-08-31,6.38,3996.1,3 horas 22 minutos
4,2023-09-01,11.44,2014.08,4 horas 44 minutos
4,2023-09-02,5.08,3107.36,1 horas 21 minutos
4,2023-09-03,8.51,2438.67,2 horas 37 minutos
4,2023-09-04,9.7,2029.26,2 horas 35 minutos
4,2023-09-05,14.55,2432.91,3 horas 49 minutos
4,2023-09-06,9.68,2999.67,2 horas 58 minutos
4,2023-09-07,11.95,3419.32,3 horas 58 minutos
4,2023-09-08,6.2,2111.31,2 horas 22 minutos
4,2023-09-09,5.91,2370.07,4 horas 4 minutos
4,2023-09-10,14.46,3845.9,3 horas 42 minutos
4,2023-09-11,8.46,2404.17,1 horas 42 minutos
4,2023-09-12,8.76,3051.88,3 horas 52 minutos
4,2023-09-13,11.45,3299.74,2 horas 20 minutos
4,2023-09-14,7.89,3482.37,1 horas 12 minutos
4,2023-09-15,6.79,3093.91,2 horas 13 minutos
4,2023-09-16,14.4,3436.62,4 horas 26 minutos
4,2023-09-17,10.37,3217.44,2 horas 59 minutos
4,2023-09-18,8.56,3071.25,2 horas 6 minutos
4,2023-09-19,5.39,3187.33,1 horas 55 minutos
4,2023-09-20,5.86,2861.14,3 horas 43 minutos
4,2023-09-21,14.45,2299.25,1 horas 36 minutos
4,2023-09-22,8.08,2760.06,4 horas 46 minutos
4,2023-09-23,6.95,3921.47,4 horas 36 minutos
4,2023-09-24,12.75,2568.06,2 horas 59 minutos
4,2023-09-25,13.03,2290.89,3 horas 34 minutos
4,2023-09-26,13.95,3786.0,1 horas 3 minutos
4,2023-09-27,12.59,3229.32,3 horas 10 minutos
4,2023-09-28,8.26,2965.73,1 horas 59 minutos
4,2023-09-29,13.13,2242.39,3 horas 30 minutos
4,2023-09-30,5.52,3918.69,3 horas 11 minutos
4,2023-10-01,11.78,3052.6,1 horas 49 minutos
4,2023-10-02,13.47,3225.1,2 horas 17 minutos
4,2023-10-03,13.76,2100.55,2 horas 32 minutos
4,2023-10-04,13.4,2024.47,4 horas 50 minutos
4,2023-10-05,14.1,2868.97,2 horas 53 minutos
4,2023-10-06,14.49,2020.4,3 horas 33 minutos
4,2023-10-07,11.4,2057.48,2 horas 58 minutos
4,2023-10-08,5.92,3381.39,3 horas 9 minutos
4,2023-10-09,13.86,3910.63,4 horas 50 minutos
4,2023-10-10,11.1,3048.72,3 horas 4 minutos
4,2023-10-11,12.96,3196.55,3 horas 3 minutos
4,2023-10-12,13.45,2604.77,2 horas 11 minutos
4,2023-10-13,9.45,3499.71,2 horas 57 minutos
4,2023-10-14,12.04,3719.39,1 horas 53 minutos
4,2023-10-15,9.2,2810.04,3 horas 51 minutos
4,2023-10-16,11.47,3007.64,3 horas 3 minutos
4,2023-10-17,10.68,3420.42,2 horas 42 minutos
4,2023-10-18,12.13,2995.69,4 horas 49 minutos
4,2023-10-19,6.67,2979.35,1 horas 6 minutos
4,2023-10-20,8.78,2332.16,3 horas 44 minutos
4,2023-10-21,13.82,2056.11,2 horas 14 minutos
4,2023-10-22,5.71,2942.96,1 horas 39 minutos
4,2023-10-23,7.74,2230.88,1 horas 39 minutos
4,2023-10-24,8.97,3213.65,4 horas 22 minutos
4,2023-10-25,8.62,3192.41,2 horas 4 minutos
4,2023-10-26,13.23,2435.22,3 horas 23 minutos
4,2023-10-27,12.95,2949.77,3 horas 54 minutos
4,2023-10-28,9.38,3056.41,2 horas 26 minutos
4,2023-10-29,11.26,2516.64,1 horas 34 minutos
4,2023-10-30,5.79,3867.6,3 horas 43 minutos
4,2023-10-31,7.44,2198.63,1 horas 32 minutos
4,2023-11-01,13.83,3835.01,2 horas 2 minutos
4,2023-11-02,9.72,2887.92,2 horas 40 minutos
4,2023-11-03,9.19,3832.61,2 horas 47 minutos
4,2023-11-04,13.1,2306.83,4 horas 11 minutos
4,2023-11-05,11.22,2071.57,3 horas 18 minutos
4,2023-11-06,5.94,2385.64,4 horas 39 minutos
4,2023-11-07,14.05,3113.92,2 horas 36 minutos
4,2023-11-08,14.5,2435.14,1 horas 32 minutos
4,2023-11-09,7.55,2430.16,2 horas 16 minutos
4,2023-11-10,10.1,2133.38,2 horas 43 minutos
4,2023-11-11,14.0,3444.83,2 horas 0 minutos
4,2023-11-12,11.03,2659.7,4 horas 31 minutos
4,2023-11-13,10.63,3550.69,1 horas 44 minutos
4,2023-11-14,5.87,3299.54,1 horas 36 minutos
4,2023-11-15,13.18,3984.84,2 horas 9 minutos
4,2023-11-16,13.73,2001.13,3 horas 41 minutos
4,2023-11-17,14.66,2254.53,1 horas 27 minutos
4,2023-11-18,10.87,2943.07,3 horas 50 minutos
4,2023-11-19,10.69,2788.03,4 horas 33 minutos
4,2023-11-20,8.54,2988.6,2 horas 55 minutos
4,2023-11-21,9.69,3871.55,3 horas 36 minutos
4,2023-11-22,5.33,2901.88,3 horas 52 minutos
4,2023-11-23,12.59,2594.2,2 horas 18 minutos
4,2023-11-24,13.34,2635.06,3 horas 0 minutos
4,2023-11-25,5.57,3739.2,1 horas 19 minutos
4,2023-11-26,13.26,3687.71,3 horas 18 minutos
4,2023-11-27,5.29,2181.51,4 horas 57 minutos
4,2023-11-28,5.02,2763.33,2 horas 29 minutos
4,2023-11-29,10.58,3582.14,1 horas 27 minutos
4,2023-11-30,11.45,2318.7,4 horas 33 minutos
4,2023-12-01,5.96,3404.29,4 horas 37 minutos
4,2023-12-02,11.75,3451.24,1 horas 11 minutos
4,2023-12-03,10.97,3334.53,2 horas 4 minutos
4,2023-12-04,6.75,2820.69,2 horas 49 minutos
4,2023-12-05,10.14,2490.99,2 horas 34 minutos
4,2023-12-06,8.0,3868.91,1 horas 28 minutos
4,2023-12-07,10.67,2811.49,3 horas 26 minutos
4,2023-12-08,5.58,2000.47,1 horas 44 minutos
4,2023-12-09,6.5,2535.99,4 horas 16 minutos
4,2023-12-10,9.76,3585.22,2 horas 51 minutos
4,2023-12-11,12.49,3253.38,3 horas 24 minutos
4,2023-12-12,7.83,2606.54,3 horas 25 minutos
4,2023-12-13,10.22,3091.39,2 horas 14 minutos
4,2023-12-14,7.07,3463.16,4 horas 47 minutos
4,2023-12-15,9.54,3170.58,4 horas 45 minutos
4,2023-12-16,9.7,3699.16,3 horas 32 minutos
4,2023-12-17,8.82,3995.21,1 horas 38 minutos
4,2023-12-18,10.17,2064.64,2 horas 24 minutos
4,2023-12-19,9.42,2750.05,2 horas 18 minutos
4,2023-12-20,8.54,2367.5,2 horas 37 minutos
4,2023-12-21,14.38,2956.99,4 horas 29 minutos
4,2023-12-22,5.57,2908.69,2 horas 45 minutos
4,2023-12-23,7.61,2941.31,4 horas 54 minutos
4,2023-12-24,6.02,3521.61,1 horas 59 minutos
4,2023-12-25,5.2,2146.99,2 horas 31 minutos
4,2023-12-26,7.96,2119.12,4 horas 1 minutos
4,2023-12-27,6.61,2521.64,1 horas 43 minutos
4,2023-12-28,9.31,3238.99,4 horas 56 minutos
4,2023-12-29,9.15,3279.23,2 horas 8 minutos
4,2023-12-30,9.1,2043.23,2 horas 35 minutos
4,2023-12-31,14.58,2877.99,4 horas 22 minutos
5,2023-01-01,6.06,2459.17,2 horas 11 minutos
5,2023-01-02,9.57,3070.44,4 horas 58 minutos
5,2023-01-03,13.6,3784.02,1 horas 48 minutos
5,2023-01-04,7.17,2050.87,4 horas 56 minutos
5,2023-01-05,9.79,3874.53,1 horas 59 minutos
5,2023-01-06,13.44,3454.62,1 horas 52 minutos
5,2023-01-07,9.19,3101.66,3 horas 21 minutos
5,2023-01-08,6.99,3852.61,4 horas 29 minutos
5,2023-01-09,11.66,3119.52,2 horas 31 minutos
5,2023-01-10,14.36,3653.97,4 horas 16 minutos
5,2023-01-11,13.56,3100.77,3 horas 1 minutos
5,2023-01-12,9.8,3905.27,1 horas 32 minutos
5,2023-01-13,8.41,2075.02,1 horas 57 minutos
5,2023-01-14,6.66,2552.55,1 horas 50 minutos
5,2023-01-15,13.96,3204.48,3 horas 58 minutos
5,2023-01-16,13.22,2076.74,2 horas 49 minutos
5,2023-01-17,6.86,2379.46,1 horas 13 minutos
5,2023-01-18,11.49,3308.45,4 horas 49 minutos
5,2023-01-19,13.99,2787.63,3 horas 49 minutos
5,2023-01-20,14.99,2495.05,3 horas 18 minutos
5,2023-01-21,13.77,3239.69,1 horas 0 minutos
5,2023-01-22,6.59,3435.38,4 horas 43 minutos
5,2023-01-23,13.52,3818.43,1 horas 31 minutos
5,2023-01-24,14.41,3315.62,3 horas 21 minutos
5,2023-01-25,8.2,3237.3,3 horas 21 minutos
5,2023-01-26,12.77,3689.67,2 horas 59 minutos
5,2023-01-27,14.85,3468.12,2 horas 12 minutos
5,2023-01-28,14.79,3108.84,1 horas 58 minutos
5,2023-01-29,10.29,3537.96,3 horas 49 minutos
5,2023-01-30,11.43,2972.77,1 horas 44 minutos
5,2023-01-31,10.44,2190.4,3 horas 9 minutos
5,2023-02-01,8.67,2771.53,2 horas 35 minutos
5,2023-02-02,7.31,3997.63,2 horas 23 minutos
5,2023-02-03,13.69,2625.54,4 horas 8 minutos
5,2023-02-04,5.31,3881.61,1 horas 24 minutos
5,2023-02-05,11.0,3904.09,2 horas 57 minutos
5,2023-02-06,14.69,3710.98,2 horas 12 minutos
5,2023-02-07,12.1,3265.64,3 horas 16 minutos
5,2023-02-08,6.72,2655.85,2 horas 17 minutos
5,2023-02-09,8.39,3876.39,2 horas 18 minutos
5,2023-02-10,13.12,3735.34,2 horas 23 minutos
5,2023-02-11,9.45,3399.37,2 horas 35 minutos
5,2023-02-12,11.97,2219.6,3 horas 52 minutos
